video,title,date,location,summary,topics,featured_techniques,section_count
D3lcA3O_bMU.youtube,Installing Outdoor Wall Sconce and Recessed Lights: Exterior Wiring and Weatherproofing,"February 14, 2016","Exterior entry wall near stairs (probable, outdoors)","This Old House demonstrates upgrading an outdoor lighting setup by removing a poorly mounted exterior fixture, locating and preparing a pancake box embedded in granite, wiring a new wall-sconce with proper hot, neutral, and ground connections, and adding old-work recessed lighting with wet-location LED trims. The segment emphasizes weatherproofing choices (wet-location trims and sealed LED housing) and aesthetic considerations (iron-toned trim and frosted glass) to improve safety, accessibility, and the welcoming feel of the entryway. Safety notes include shutting power off before removing fixtures and ensuring proper mounting to a structural box to prevent water intrusion.",Exterior Upgrade Planning; Outdoor Sconce Selection; Weatherproof Fixtures; Pancake Box Prep; Granite Box Preparation; Hammer Drill Chisel; Sconce Wiring; Ground Neutral Hot Wiring; Exterior Box Mounting; Old-Work Recessed Lighting; Junction Box Splicing; Recessed Light Cutouts; Recessed Housing Clips; Wet-Location LED Trim; Weatherproof Outdoor Lights; Frosted Glass Trim; Entry Lighting Safety,"Identifying and mounting an exterior pancake box behind masonry to minimize depth and wiring intrusion @ 00:01:08; Using hammer drill and chisel to clear granite for box installation @ 00:01:40; Wiring a wall-mounted exterior light: securing a bracket to the box and connecting hot, neutral, and ground @ 00:02:25; Installing old-work recessed lighting with drywall clips and a wet-location LED trim for outdoor use @ 00:02:50",6
D_jOvlB_D7A.youtube,"Understanding Modern Lightbulbs: Lumens, Color Temperature, and Efficiency","March 10, 2016",,"The video briefly outlines how lighting has evolved from simple incandescent bulbs to more efficient technologies (halogen, fluorescent, and LED). It emphasizes that selecting a bulb involves more than wattage: light output is measured in lumens, and color temperature affects how the light looks indoors. The speaker notes that modern bulbs can provide similar lumen output with less electricity, but at a higher upfront cost, while offering longer lifespans.",Halogen Bulbs; Fluorescent Bulbs; LED Bulbs; Incandescent Bulbs; Lumen Output; Wattage Efficiency; CCT Color Temperature; Warm vs Daylight; Indoor Lighting Aesthetics; Lighting Efficiency; Lifecycle Cost; Bulb Lifespan,"Explain lumens as the true light output and contrast with wattage @ 00:00:20.950; Introduce color temperature and interpret warm vs daylight lighting @ 00:00:32.530; Discuss energy efficiency and longevity trade-offs of modern bulbs (higher upfront cost, longer life) @ 00:00:46.110",8
E4QtyaTCMR0.youtube,Add Task Lighting to a Kitchen: Recessed Downlights and Under-/Over-Cabinet Fluorescents,"December 12, 2015","Brooklyn, New York, USA","This Old House guides a kitchen-lighting upgrade in a small, low-light kitchen by replacing two ceiling fluorescents with recessed downlights and by adding task lighting from under and over the upper cabinets. The video follows the planning, cutting of ceiling openings, and wiring to run two recessed lights on one switch, then routing and powering thin fluorescent fixtures above and below the cabinet faces to provide clearer task lighting at the countertop. The crew navigates a ceiling obstruction (a bar for a former junction box) and a sprinkler-pipe drop, uses a template to size openings, and hides cords by trimming the cabinet face with an oscillating saw. The result is improved lighting on the workspace and a more ambient glow on the ceiling, demonstrated toward the end as the cabinet lights are tested along with the recessed cans.",Kitchen Task Lighting; Recessed Remodeling Cans; Recessed Install Tools; Template Hole Cutting; Recessed Light Clips; Two-Fixture Switch Wiring; Cabinet Power Routing; Under-Cabinet Fluorescent; Over-Cabinet Lighting; Fixture Interconnect Cables; Y-Nut Connectors; Cord Concealment Saw; Stud and Molding Routing; Kitchen Task Troubleshooting; Safety turning power before work; Brooklyn Lighting Planning,Recessed lighting installation (remodeling can) with two fixtures on one switch @ 00:44; Hole cutting for recessed fixtures using a template @ 02:21; Use of pressure clips and Y-nuts to secure and connect recessed cans @ 03:01; Under- and over-cabinet fluorescent lighting with front-side mounting to hide bulbs @ 05:23; Cord management and concealment using trimming with oscillating saw @ 06:13; Routing power to top of cabinets and tapping to a second cabinet box for under-cabinet lighting @ 04:03,10
FwCp0KLGwP0.youtube,"Moving a Kitchen Light Fixture: wiring, box relocation, and centering over the table","July 3, 2022",Kitchen,"In this instructional segment from This Old House, a kitchen light fixture is relocated from a centered position to align over the dining table. The hosts identify the appropriate switched feed, confirm power is off, and consider routing a new box versus patching the old location. They verify ceiling clearance with a test drill, locate joists, install a fan brace, and run wiring through a new box, keeping the canopy and chain height adjustable. The project culminates with wiring connections (including ground) and a test with power restored, resulting in a centered fixture that clears the table and looks like a clean ceiling install.",Kitchen Light Relocation; Feed Identification; Power Shutoff Safety; Switched wiring; Box Relocation Options; Table Alignment; Ceiling Hole Testing; Joist Locating; Electrical Box Relocation; Fan Brace Installation; Box KO Connector; Fixture Bar Mounting; Chain-Hung Fixture; Ground and Conductor Wiring; Fixture Testing,Identifying the switched feed and shut-off path in a two-switch box @ 00:01:30; Using a test-hole approach to verify ceiling clearance before drilling a new box @ 00:04:15; Installing a fan brace for ceiling-support and load transfer @ 00:05:08; Chain-hung fixture mounting with adjustable height @ 00:06:15; Grounding and conductor identification during canopy wiring @ 00:07:04,6
FzWu2nOJ614.youtube,"Under-Cabinet Lighting Upgrade: LED Fixtures, Centralized Switch, and USB Outlet","October 27, 2016",Probable kitchen,"This video documents a retrofit of under-cabinet lighting from an aging fluorescent setup to LED diode-based fixtures, with a single centralized switch and a new USB-enabled outlet strip. The presenters compare old and new fixtures, relocate wiring into an in-cabinet box, and route power from the panel to the front of the cabinets. They demonstrate wiring the switch (hot, switched hot, neutral, and ground), using push-in connectors, daisy-chaining fixtures with a joiner, and installing a USB outlet strip under the cabinets. The result is a brighter, clutter-free counter space with easier control, plus a dimmer for LED lighting and a built-in tablet charging option.",Under-Cabinet Lighting; LED Diode Fixtures; Fluorescent LED Comparison; Single Switched Circuit; In Cabinet Electrical Box; Hot Neutral Ground Wiring; No Wire Nut Connectors; Joiner Connectors; USB Charging Outlet; USB Outlet Strip; LED Dimmer Control; Under Cabinet Cable Management; Re-routing Cabinet Power Routing; Safety procedures,LED fixture with diode array (no bulbs) replaces fluorescent tubes @ 01:50; Convert to a single switched circuit by adding a third wire and routing through an in-cabinet box @ 02:46; In-cabinet electrical box for splices and concealment of wiring @ 02:53; Push-in connectors used for fixture-to-fixture wiring (no wire nuts) @ 03:59; Daisy-chaining LED fixtures with a joiner connector @ 04:13; Cabinet-mounted USB charging outlet integrated with a 120V strip @ 04:29; LED dimmer control for the under-cabinet lighting @ 05:10,3
GQszUiaSyXc.youtube,"Layering Light in the Kitchen: Planning, Layering, and Bulb Choices","August 8, 2014",,"This video demonstrates a practical approach to kitchen lighting through a three-layer strategy: general lighting to illuminate main paths, task lighting for prep areas, and accent lighting for style. It guides viewers to begin with a lighting plan or layout, then add recessed or surface-mounted general lighting, followed by under-cabinet task lighting, and finally decorative accent lighting such as pendant fixtures. The discussion covers coordinating fixture styles with cabinetry and plumbing, selecting bulb color temperatures (soft white for warmth, daylight for color accuracy), and the importance of consulting a licensed electrician for wiring. Overall, the guide emphasizes planning first, layering light, and choosing bulbs and fixtures that suit the kitchen’s design and function.",Lighting Plan; General Lighting Planning; Recessed Lighting Layout; Surface-Mounted Lights; Task Lighting; Under-Cabinet Lighting; Accent Lighting; Pendant Lighting; Fixture Style Coordination; Kitchen Lighting Design; Color Temperature; Soft White Bulbs; Bright White Bulbs; Daylight Bulbs; Warm Kitchen Lighting; Color Accuracy; Lighting Layout; Professional Electrician Help; Wiring Basics,"Layered lighting approach (general, task, accent) @ 00:00:36; General lighting configuration with recessed/surface-mounted fixtures @ 00:00:41; Under-cabinet task lighting integration @ 00:53; Accent/pendant lighting as decor and style element @ 01:01; Color-temperature selection for kitchen illumination @ 01:29; Final coordination with electrician for wiring @ 01:54",7
GtczSbxpidE.youtube,"Recessed Lighting for a Slanted Ceiling: Layout, Wiring, and Aiming","September 13, 2025",probable interior kitchen area with brick wall and slanted ceiling,"This Old House demonstrates a recessed lighting install for a room with a slanted ceiling, emphasizing layout accuracy, safe access, and directional control. The crew uses a laser aligned to the front edge of installed cabinets and chalk lines on an unpainted ceiling to maintain a straight, continuous line for the light run. Hole locations are identified by piercing plaster with a screwdriver and marking a 3-1/4 inch target while ensuring at least four inches of clearance before cutting with a hole saw. Wiring is run as a continuous loop and connected with push-in connectors (no wire nuts), with black-to-black and white-to-white terminations. A gimbal eyeball fixture is installed to allow tilt and wash, secured with mounting clips, and oriented for adjustable coverage. The session ends with planning for additional lights in the kitchen to achieve full lighting coverage.",Sloped Recessed Lighting; slanted ceiling; Laser Alignment; Chalk Line Layout; Cabinet Edge Lighting; Hole Marking; Hole Saw Cutting; Plaster Drilling; Clearance Check; Continuous Wiring Loop; Push In Connectors; Junction Box Wiring; Wire Color Matching; Gimbal Eyeball; Recessed Light Aiming; Wall Wash Lighting; Kitchen Lighting Plan; Insulation Considerations,Laser-aligned lighting line along cabinet front edge @ 00:00:27.620; Chalk-line layout on ceiling before painting @ 00:00:32.600; Puncturing plaster to locate cut with screwdriver @ 00:00:56.460; Hole sizing with 3-1/4 inch target and wiggle room @ 00:01:02.600; Four-inch clearance check using a bent piece as a gauge @ 00:01:23.370; Hole saw cutting through plaster @ 00:01:38.250; Continuous wiring loop to avoid buried breaks @ 00:02:04.760; Push-in connectors for quick wire joins @ 00:02:25.280; Using a gimbal eyeball and internal tilt for wash lighting @ 00:02:45.460; Mouse-trap mounting clips to hold fixture @ 00:02:54.840; Directional aiming: left-right and forward-back control @ 00:03:41.100; Ambient wash testing near brick and planning future kitchen placements @ 00:03:32.140,5
HQt08NO9kSY.youtube,Hybrid Smart Lighting: Back-Plate Switch + Wireless Remote,"April 8, 2020",,"The video explains three main pathways for smart lighting: upgrading an existing wall switch to a smart switch, using smart bulbs, or employing a hybrid approach that combines a back-plate module with a wireless remote. It covers what each option offers—local control (on/off), dimming, and app or voice assistant integration—and the tradeoffs, including the electrical work required for switches and the constant power needs of smart bulbs. The hybrid solution keeps the wall switch always on while adding a wireless remote for local control and dimming, with the caveat that power continues to flow to the light socket even when the light is off. Practical guidance is provided on when to choose a given approach, considering reliability, safety, and convenience.",Smart Switch Installation; Local Light Control; Dimming Capability; App Integration; Smart Speaker Integration; Automation Scheduling; Smart Bulbs Overview; DIY Installation; Constant Power Requirement; Hybrid Smart Control; Back Plate Hold On; Wireless Local Control; Socket Power Continuity; Wireless Switch Wiring,"Hybrid smart switch with back plate + wireless remote for constant-power control @ 00:00:59; Smart switch upgrade enabling local control, dimming, and automation @ 00:00:15; Smart bulbs with Wi-Fi, app control, and scheduling @ 00:00:34; Power dependency of smart bulbs on constant power @ 00:00:47",4
IfjbwNkFSRY.youtube,Permanent Outdoor Fiesta String Lights Installation on a Deck,"May 8, 2016",Deck area (outdoor living space) – probable,"This video documents converting a temporary exterior lighting setup into a permanent, weatherproof deck lighting system. The hosts first acknowledge a current wired-on Christmas-light display along the house and discuss safety concerns (risk of frayed wire from a closing door). The presenter's plan introduces a permanent outdoor solution: weatherproof, outdoor-rated cable with weatherproof sockets, and LED bulbs that use Edison-based sockets to minimize energy use. The workflow covers routing power from inside the porch to outside with a three-conductor run via flexible conduit, mounting a waterproof exterior switch and an additional outlet above a window, painting to conceal wiring, and finally suspending two stainless-steel guide wires to support a dramatic zigzag of lights hung with S-hooks. The segment emphasizes energy efficiency (LEDs consuming about half a watt per bulb, totaling less than a single 60-watt equivalent) and concludes with a test lighting up the deck. The lesson balances practical wiring techniques with safety considerations and a visually appealing outcome suitable for outdoor entertaining.",Temporary Exterior Lighting; Deck Lighting; Outdoor Power Supply; Flexible Conduit Wiring; Outdoor Three Conductor Wiring; Outdoor Switch Installation; Weatherproof Outlets; Edison Socket LEDs; String Light Efficiency; Outdoor Wiring Safety; Exterior Lighting Hardware; Guide Wire Support; S-Hook Hardware; Zigzag Light Pattern; Painted Wire Concealment; Outdoor Lighting Test,Outdoor weatherproof cable and sockets for permanent deck lighting @ 00:01:14; LED bulbs with Edison-based sockets to reduce energy use @ 00:01:38; Three-conductor external wiring routed through flexible conduit @ 00:02:34; Outdoor waterproof switch installation with weatherproof plate @ 00:03:32; Exterior outlet installation above a window with concealment painting @ 00:03:50; Use of two stainless-steel guide wires to tension deck lights @ 00:04:50; Hanging lights with S-hooks and planning a zigzag layout @ 00:05:02; Energy-efficient lighting calculation: LED bulbs drawing about half a watt each for a deck-wide load @ 00:01:41,3
JunCcrLswIE.youtube,How to Install a Motorized Light Lift for a Ceiling Fixture,"April 2, 2017",Foyer ceiling (fixture location),"This video demonstrates installing a motorized light lift to raise and lower a ceiling fixture. An installer explains the components (electric light lift, motor, gear, winch, heavy-duty steel cable) and walks through removing the old ceiling box, mounting the lift plate, wiring the fixture (hot, neutral, ground), routing a low-voltage control to a wall-mounted key switch, and using a counterweight to position the fixture for service. Safety features highlighted include a cable locked twice on the roller and a key-controlled, slow operation. The sequence covers attic access to the box, converting the box area to mount the lift, and testing the system by raising the fixture to demonstrate illumination and maintenance adjustments.",Motorized Light Lift; Motor Gear Assembly; Motorized Lift Cable; Light Lift Pulley; Lift Plate Mounting; Fixture Wiring Basics; Lift Plate Installation; Low-Voltage Control Wiring; Key Switch Control; Attic Floor Wiring; Motor Power Supply; Switch Leg Wiring; Counterweight Usage; Double Locking Roller; Slow Motorized Light Lift; Light Lift Service Position; Service Isolation; Light Lift Service; Child Safety Controls; High-Ceiling Access,Motorized light lift overview (electric winch-driven system) @ 00:00:34; Ceiling box removal and lift-plate mounting for fixture installation @ 00:01:01; Cable safety and control via key switch @ 00:01:54; Attic access and framing adaptation to install the lift @ 00:02:23; Power and switch wiring for motor operation (attic source and wall switch) @ 00:03:27; Low-voltage control wiring and push-in connector connection @ 00:04:34; Counterweight usage and hanging the fixture on a bracket @ 00:04:06; Controlled lowering and alignment with fixture wiring @ 00:05:04; Final lift test with key switch activation @ 00:06:13; Maintenance-ready operation and safety admonitions @ 00:06:25,8
