video,title,date,location,summary,topics,featured_techniques,section_count
7VzPzBsm4sU.youtube,Beat-1 Strum Readiness and Chord-Change Timing for Beginners (JustinGuitar),"May 11, 2020",,"In this beginner-focused guitar lesson, JustinGuitar emphasizes the importance of getting chord shapes ready to hit the downbeat (beat 1) when strumming in 4/4 time. He demonstrates how to time chord changes so the new shape is ready for the next beat, uses an E→A example to illustrate one-strum-per-bar rhythm, and explains how players (including left-handed learners) can adjust the timing by starting changes around beat 3 if needed. The video also covers practicing with beat awareness: counting 1-2-3-4, tapping the foot, and optionally changing on beat 4 to improve rhythm. The takeaway is to prioritize a confident beat-1 strum and to use deliberate chord-change planning to sound musical while you learn. ",Beat One Alignment; Beat One Readiness; Bar Chord Timing; One strum per bar rhythm; E to A Progression; Left Handed Adaptations; Beat Three Changes; Beat Four Changes; Late Change Timing; Beat 1 Change Timing; Counting 1-2-3-4 anchor rhythm; Using foot tapping lock tempo; App Rhythm Practice; Chord Change Timing; Managing Beginner Patience; Focused Improvement; Beat One Musicality,Beat-1 strum emphasis @ 00:00:13; Pre-beat-1 chord readiness @ 00:00:27; Beat-4 change as a learning strategy @ 00:03:13; Foot tapping to lock tempo @ 00:02:49,3
7rQGeJwWfe0.youtube,"JustinGuitar Lesson 5 Practice Routine: Finger Stretch, Chord Changes, Strumming with Metronome, and Song Practice","May 25, 2020",,"This video outlines a structured 20‑minute practice routine for JustinGuitar’s Lesson 5, emphasizing foundational guitar technique and repetition to build accuracy and rhythm. The session starts with a two‑minute finger/stretch warm‑up, then a one‑minute C chord drill (Chord Perfect) followed by targeted chord‑change work (Am to C, then C to E minor). A two‑minute block focuses on strumming with a metronome and keeping timing consistent, then a two‑minute Come As You Are riff exercise. The video then moves into a 10‑minute song practice with suggested songs (Eleanor Rigby, Get Lucky, Black) aimed at reinforcing chord changes and rhythm. It also covers guidance on when to move on (memorizing the Note Circle and C chord, aiming for about 30 changes per minute, practicing at 80–100 BPM) and notes the upcoming G chord for the next lesson, with remarks on rhythm practice, potential play‑along resources, and the Beginner Song Course app as tools to reinforce timing and consistency.",Nutward Finger Stretch; Finger Stretch Practice; Chord Perfect Check; Chord Accuracy; A Minor to C Drill; C to E Minor Drill; D Chord Awareness; One Minute Drill; Am C Progressions; Metronome Strumming Drill; Metronome Timing; 4 to 8 Bar Variations; Come As You Are; Song Practice Block; Practice Song Picks; Left Handed Considerations; G Chord Lesson Prep; Note Circle Memorization; C Chord Memory; 30 Changes Per Minute; 80 to 100 BPM; Play-Along Video Practice; Rhythm Practice App,Finger stretching warm‑up toward the nut (2 minutes) @ 00:00:27.788; C major chord setup and assessment (Chord Perfect) @ 00:00:52.830; Am to C chord change drill (1 minute) @ 00:01:45.057; C to Em chord change drill (1 minute) @ 00:02:07.227; Strumming with a metronome (2 minutes) @ 00:02:28.018; Pattern variation and rhythm engagement (4–8 bar cycles) @ 00:02:33.683; Down‑beat metronome synchronization (core rhythm cue) @ 00:02:52.379; Come As You Are riff practice (2 minutes) @ 00:02:55.329; Extended song practice focusing on rhythm and chord changes (10 minutes) @ 00:03:17.869; Note Circle and C chord memorization as move‑on criteria @ 00:04:12.154; Target of 30 chord changes per minute while practicing @ 00:04:22.736; Tempo guidance for practice (80–100 BPM) @ 00:04:48.245; Play‑along strumming video suggestion @ 00:05:00.481; Rhythm training via Beginner Song Course app @ 00:05:16.759,8
8mFF8NYVdtI.youtube,D Minor Open-Chord with Little-Finger Variant (Beginner Guitar),"May 18, 2020",,"This beginner-friendly tutorial teaches a D minor open-chord with an alternative fingering that uses the little finger on the third fret of the B string. The instructor contrasts this approach with the traditional 1-2-3 fingering, explaining why the little finger can be easier to position and how it helps the hand adapt to pressing strings. The video provides exact finger placements—index on the 1st fret of the high E string, middle on the 2nd fret of the G string, and the pinky on the 3rd fret of the B string—while emphasizing the standard practice of starting with an open D string (the 4th). It also covers common problems (muted 4th string, buzzing from the little finger), troubleshooting tips (using the 3rd finger if buzzing persists), and a relaxation-based drill to find a comfortable hand/arm position before strumming and checking the chord.",D Minor Chord; Dm Fingering; High E Fret One; G String Finger Placement; Little Finger Placement; Dm Fourth String; Skip Thickest Strings; D Minor String Order; D Minor Tone; Little Finger Dm Variant; Finger Position Muting; Little Finger Pressure; D Minor Variant; Shoulder Relaxation; Comfortable Chord Position; Posture Checkup,"D minor open-chord fingering variant: index finger on 1st fret of the high E string, middle finger on 2nd fret of the G string, pinky on 3rd fret of the B string, with the 4th string open. @ 00:01:57.185; Exact string order and fretting for the Dm variant: pluck 4th string open, then 3rd string (2nd fret), then 2nd string (3rd fret), then 1st string (1st fret). @ 00:02:14.842; Mute/fret correction: ensure the 2nd finger does not mute the open 4th string; adjust finger height and angle accordingly. @ 00:02:36.649; Little finger tip placement and pressure: keep the little finger on the fret with the tip, avoiding contact with the 3rd string, to prevent buzzing. @ 00:02:54.319; Relaxation drill: lift fingers and strum to check corrections; gradually relax the hand, arm, and shoulder posture to find a comfortable chord position. @ 00:04:12.844",5
9CsY2PRzt94.youtube,Air Changes: Simultaneous Finger Placement for Faster Guitar Chord Changes,"May 27, 2020",,"In this JustinGuitar lesson, the instructor introduces Air Changes, a technique that speeds chord transitions by letting the next chord’s shapes form in the air and then land all at once on the fretboard. The transcript demonstrates how shapes can be pre-positioned before the change (with chords like C, D, G, E and A minor) and discusses when to lift or maintain an anchor finger. Viewers are guided through practical steps: start with familiar two-chord pairs, practice the air-changes, and then progress to time-bound drills (1-minute changes) to push speed while maintaining alignment of the fingers. The method emphasizes fluidity and consistent fingering over slow, stepwise finger moves, and notes that Air Changes can be incorporated early in a student’s progression as a consolidation tool, even though it’s not a strict Grade 1 requirement.",Air Changes; Simultaneous Finger Landing; Air Positioning Technique; Anchor Finger Choices; Air Chord Shapes; Open Chord Examples; Chord Pair Practice; Air Change Drills; Change Speed Balance; Early Study Consolidation; Easy Chord Changes; Transition Smoothness; Progression Practice,Air Changes: simultaneous landing of chord shapes formed in the air before changes @ 00:00:01; Visualizing finger positions in the air prior to landing @ 00:01:33; Landing 2nd and 3rd fingers together rather than in a sequential order @ 00:02:16; 1-minute air-change drills to build speed @ 00:02:54,3
9NSoRXC9PJI.youtube,"E major open chord for beginners: fingering, strumming, and technique cues","May 11, 2020",,"This JustinGuitar lesson teaches the E major open chord to beginners, focusing on exact finger placement (index on the G string 1st fret, middle on the A string 2nd fret, ring on the D string 2nd fret), and why the second finger sits slightly back from the fret to accommodate the third finger. It demonstrates strumming all six strings and introduces a strum–pickup–strum practice pattern, with options to use a thumb for picking notes. The video also covers thumb placement behind the neck to build muscle for barre chords, common beginner issues (muting, pressing too hard, and proper finger-tip contact), string-by-string troubleshooting, and the importance of memorizing the chord shape before advancing in the course.",E Major Open Chord; G String First Fret; A String 2nd Fret; D String 2nd Fret; Fretside Finger Position; Third Finger Fret Placement; Six String Strumming; Strum Pick Strum; Pick or Thumb; Thumb Behind Neck; Thumb Index Strength; Thumb Position Variations; Upper Neck Thumb; Low E String Check; Dead String Pressure; Tip Finger Placement; Tip Finger Position; Hand Part Spacing; String Troubleshooting; Chord Shape Memorization; Practice Progression,"E major open-chord fingering with index on G string 1st fret, middle on A string 2nd fret, ring on D string 2nd fret @ 00:34:00; Strum-pick-strum practice loop for chords @ 01:26:00; Thumb-behind-the-neck positioning to support barre-chord development @ 02:03:00; String-by-string troubleshooting to ensure proper ringing and avoid muting @ 03:25:00; Tip-focused finger placement: third finger on string 3, first finger on string 2 @ 04:21:00; Chord-shape memorization cue and practice cadence @ 06:22:00",6
9xsG7n4Jalo.youtube,"Guitar TAB Basics: Six-String Layout, Frets, Chords, and Rhythm Essentials","May 19, 2020",,"JustinGuitar’s beginner-focused tutorial introduces guitar tablature (TAB) as a practical alternative to traditional notation for guitarists. The video explains that TAB uses six horizontal lines representing the six strings, with the bottom line corresponding to the thickest (low E) string and the top line to the thinnest (high E). Numbers on the lines indicate frets to press, while a zero means the string is played open. The presenter demonstrates a C-like idea of fretting across the six strings by showing an E major-like layout (0-2-2-1-0-0) and explains that notes can be played on multiple strings, so rhythm in TAB is not shown by default. He also notes that fingering isn’t specified by TAB—the learner must apply logic or follow guidance—emphasizing that early TAB literacy is a valuable skill. The video concludes by contrasting TAB’s lack of rhythm notation with the importance of listening to a riff or song for rhythm and by recommending that beginners begin reading TAB as soon as possible.",TAB and Notation; Six Line TAB Layout; Bass Treble Orientation; TAB Header Labels; TAB Fret Numbers; Open String Indicator; TAB Chords; E Major TAB; TAB Fingering Logic; TAB Rhythm Basics; TAB Rhythm Reading; TAB Early Learning,Six-line TAB layout and string orientation @ 00:00:56; Fret numbers on strings; open-string indicator (0) @ 00:01:55; Chord representation in TAB (simultaneous notes across strings; E-major example) @ 00:02:58; Rhythm not shown in basic TAB; listening-based rhythm practice @ 00:03:24; Encouragement to start reading TAB early as a core skill @ 00:04:18,6
A4mEBSFn-7w.youtube,"All About Guitar Capo: Types, Placement, and Key-Change Techniques","May 18, 2020",,"This JustinGuitar lesson explains what a capo is, how it changes pitch and allows open-position chord shapes to be used higher on the neck, and compares popular capo designs. The presenter demonstrates two brands (Kyser and a compact G7th), discusses how to position a capo just behind a fret for clean tuning, and shows practical uses: playing songs in easier keys with familiar chords, transposing songs to fit a singer’s range, and using capo to match original recordings or play along. He emphasizes that capo use is valuable for beginners and for more advanced players alike, and he cautions about tension affecting tuning. The video includes a walk-through example using Walk of Life to illustrate transposition and singing with capo, plus rough voice-range guidance and tips for trial-and-error placement.",Capo Basics; Capo Pronunciation; Capo Types; Kyser Capo Design; G7th Capo; Capo Pressure Tuning; Capo Placement; Capo Operation; Capo Chord Shapes; transposing keys with a capo; Walk of Life Capo; Capo Recording Match; Capo App Options; Key Change Vocal Fit; vocal range guidelines capo use; Capo Tool Use; Capo Myth Busting; Advanced Capo Use,"Transposing with capo while preserving familiar open-chord shapes (e.g., Walk of Life example with E/A/B sounding as A/D/E) @ 00:03:36; Precise capo placement behind the fret for clean intonation and easy release @ 00:02:39; Comparing capo designs (Kyser vs G7th) and showing practical differences in size, tension, and on/off operation @ 00:48:00",7
Ah-brqdByAY.youtube,"Note Circle, Sharps, Flats, and Enharmonic Equivalents — Beginner Guitar Theory","May 25, 2020",,"JustinGuitar’s lesson introduces the note circle (the chromatic twelve-note system), the concept of octaves as duplicates across the fretboard, and the basic wiring of natural notes (A–G) with sharps and flats. The video defines enharmonic equivalents (notes that sound the same but have different names, such as A# and Bb), explains semitone and tone (whole-step) as steps around the note circle, and uses practical guitar references (e.g., the 12th fret octave cue and the 5th-fret A example) to map semitone movement to frets. It also covers why some intervals do not have sharps/flats between certain pairs of notes (B–C and E–F) and how spellings like B#, Cb, E#, and F can be equivalent to other notes. The content is framed as foundational music theory for beginners and as a precursor to more advanced theory later in the course.",Note Circle; chromatic 12-note system; Octave Concept; 12th Fret Double Dots; Natural Notes A G; Note Naming; E.g Enharmonic Equivalents; Sharp Flat Definitions; Semitone and Tone; Note Circle Analogy; Half Step; Semitone Fret Mapping; A on 5th Fret; B and C Gap; Enharmonic Equivalents; Flat Note Equivalents; Theory Depth Awareness; Chord and String Theory,"Note circle explanation (12-note chromatic system) @ 00:00:03.330; Enharmonic equivalents introduced (A# = Bb) @ 00:01:41.692; Semitone and whole-step definitions with clock-face analogy @ 00:02:12.854; Guitar fretboard semitone mapping (one fret per semitone) @ 00:03:04.819; Enharmonic relationships and diatonic gaps (B–C, E–F; B#=C, E#=F) @ 00:04:50.558",5
BI3S9xSK8Iw.youtube,How to Pass JustinGuitar Grade 1: Core Targets and Practice Guidelines,"May 28, 2020",,"In this instructional video, JustinGuitar outlines the practical targets a beginner must meet to pass Grade 1 of the JustinGuitar Beginners Course. The core requirements include tuning with a tuner, memorizing eight basic chords (A, D, E, A minor, D minor, E minor, C, G) and playing them from memory with good tone most of the time; achieving rapid chord changes (30 changes per minute, i.e., about 2 seconds per change); using a steady 80 BPM strumming pattern with a metronome; memorizing five easy songs with simple progressions and performing them for real or via recording; and optional Ear Training Grade 1 and Music Theory Grade 1. The video emphasizes self-assessment, achievable pacing over weeks, and progress-oriented celebration rather than formal external testing. It also encourages recording oneself to reveal and address weaknesses and stresses a forgiving, enjoyable learning mindset. ",Electronic Tuner; Essential Beginner Chords; Chord Memory Recall; Clean Chord Ringing; Chord Accuracy Goal; One Minute Changes; Countdown Progress Tracking; Old Faithful Pattern; Strumming Variations; Five Easy Songs; Performance Feedback; Recording Feedback; Grade 1 Resources; Practical Music Theory; Realistic Progress Tracking; Grade 1 Progression,"Tune guitar with an electronic tuner @ 00:00:25; Memorize and recall eight essential beginner chords (A, D, E, Am, Dm, Em, C, G) @ 00:00:47; 1-minute changes: 30 chord changes, 2 seconds per change @ 00:02:30; Strumming at 80 BPM with metronome (old faithful pattern) @ 00:03:19; Record yourself playing a song and post on YouTube for feedback @ 00:05:31; Optional Ear Training and Music Theory (Grade 1) @ 00:06:01",3
C-mt8td1teU.youtube,"Guitar Holding Technique for Beginners: Stabilize with the Forearm, Not the Neck","May 18, 2020",,"The video presents practical guidance for beginners on how to hold the guitar so the fretting hand doesn’t bear the neck. It emphasizes keeping the guitar stable with the forearm and body pressure, explains how instrument balance can vary (neck-heavy vs body-heavy) and why that matters for control, and contrasts acoustic and electric grip approaches. The presenter also notes the importance of a relaxed, non-tensed posture, and even suggests ergonomically minor cues like rolling up sleeves to improve grip sensation. Overall, the lesson aims to establish a solid, comfortable playing position that minimizes wobble and supports clean fretting during practice.",Fretting Hand Independence; No Neck Grip; Forearm Stabilization; Guitar Balance; Guitar Body Balance; Acoustic Rest Position; Forearm Body Grip; Weight distribution; Lap Position; Non Tensed Posture; Sleeve Grip Adjustment; Wobble Prevention; Left Handed Posture,"Avoid fretting-hand neck grip; ensure fretting hand and neck are independent @ 00:00:05; Forearm-based stabilization to hold guitar against body and leg @ 00:01:04; Acoustic vs electric grip positioning @ 00:01:12; Arm-on-top vs forearm grip for electric guitars @ 00:01:25; Relaxed, non-tensed playing posture to reduce wobble @ 00:02:11; Sleeve adjustment to improve grip sensation @ 00:01:51",3
